UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,Cluster,track_name,artist_name
5.81046,0.2189789,8.092887,4.617389,6.4934177,3.7108452,0,Cry to Me,Solomon Burke
6.6652,-0.060239393,9.485344,6.1803303,6.332995,4.0534444,0,Mr. Mom,Lonestar
4.81855,0.47212192,7.7083764,5.199608,5.240962,2.6126235,0,Pursuit Of Happiness (Nightmare),Kid Cudi
3.9857736,-0.19501601,8.641783,4.2873673,5.3931713,3.2435932,0,(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson
5.472643,1.5375901,7.2340345,4.771852,5.796487,3.9936404,0,Owl Singalong,Raffi
6.954287,-0.17558599,9.164439,5.8325896,6.348187,3.9183125,0,Lemon to a Knife Fight,The Wombats
6.0477834,0.02138524,8.912505,4.8740273,6.0693245,2.820035,0,Pulling Mussels (From The Shell),Squeeze
8.767818,6.4889,3.063607,5.545893,5.4576178,3.5939925,1,Coming Together - Remastered 2018,Alan Menken
6.5895185,-0.2928609,8.58193,6.0038414,6.0071387,4.1386228,0,Chronicles of a Fallen Love,The Bloody Beetroots
5.6434207,0.42539173,8.996151,4.8267875,4.6682906,3.0055857,0,Prediction,Steel Pulse
4.822759,-0.4557165,8.306987,3.814606,4.2799263,4.029837,0,Ego,[spunge]
4.265224,0.017876415,7.9777365,4.9715123,5.482486,4.9037104,0,Penalty,Hucci
8.803373,5.71254,4.79746,5.264508,5.6735797,3.8670642,0,Sword Cane,Lord Echo
9.087745,5.1629806,4.765577,5.5562053,5.6547923,3.9204385,0,New Birth in New England,Phosphorescent
4.711965,1.644154,7.0958223,4.7722206,6.159625,3.273618,0,I Will,Dean Martin
5.1641936,-0.52700037,7.988366,3.8367667,5.191032,4.454824,0,We Intertwined,The Hush Sound
5.1476173,2.210572,5.0368958,4.8273425,5.753463,3.2815847,1,The Rite of Spring: Part Two: The Sacrifice: Mystical Circles of the Young Girls,Igor Stravinsky
5.4990172,-0.2412186,9.073718,5.5116053,6.729226,4.4662485,0,All of a Sudden,Josh Abbott Band
4.8051195,-0.41930166,8.241397,3.821334,5.1469803,4.3003354,0,Te Amo,Piso 21
5.199864,1.3583463,6.339212,5.22386,4.732958,2.91296,1,I Like You,The Human Experience
3.81872,-0.14225155,8.645493,4.3035054,5.3491826,3.3494287,0,Darkiel Omar,Darkiel
4.5207977,-0.40524384,8.168531,4.1412125,4.5207667,4.7089305,0,Ste Ska,La Matatena
5.2244644,1.3768632,6.303059,5.2214847,4.725542,2.9212978,1,People Get Ready,The Impressions
5.7634196,-0.18269736,7.957062,4.5195565,6.44233,3.745763,0,Sugar Daddy,Tyrone Davis
8.779331,6.2203536,3.4174151,5.109965,6.363215,3.861893,1,Noel In Midnight,Pascal Rogé
3.5300221,-0.30556646,7.8566885,4.4599,5.0202136,4.2824087,0,Girl,Destiny's Child
9.247246,6.313701,2.8941875,5.5908394,5.668596,4.1886353,1,Main Title,Maurice Jarre
4.517387,-0.35309467,8.166046,5.0312405,6.186462,2.8703136,0,Caged Bird,J. Cole
6.4977612,-0.092845805,8.983651,6.0828,6.317921,2.7615962,0,The Cross Has the Final Word,Newsboys
6.5035725,0.59104383,9.34442,5.895872,5.080113,3.623141,0,Sid the Science Kid Theme,Little Apple Band
4.635496,0.22678071,9.015138,5.870113,5.290041,2.8878722,0,NEVER,JID
6.1840444,0.93406904,8.248628,6.010812,4.377451,3.8075645,0,Land Of The Free,The Killers
3.826879,0.41309467,8.395621,5.2315516,5.682953,3.0442877,0,The Space Program,A Tribe Called Quest
6.1557603,-0.16738014,8.214702,4.8967357,6.783424,3.826945,0,Magnetic,livetune
6.037852,0.8648783,8.723381,6.15339,4.5568843,3.6681707,0,Please Keep Loving Me,James TW
4.145031,-0.11862508,8.719211,4.92306,6.141693,3.229583,0,Sticks and Stones,FRND
6.276644,1.5298774,8.179773,6.05381,5.415095,3.6079564,0,Safe and Sound,Christian Leave
6.0437284,0.47443444,9.302938,5.512569,4.1035585,4.2398467,0,Movin' On,Mike Love
8.69467,6.066076,4.1848917,5.264283,5.7806807,3.9439778,0,The Archery Affair,George Bruns
5.082111,-0.19323534,8.641707,4.9673653,6.6641297,4.4325485,0,Ruby,Mat Kerekes
4.94484,1.9909503,5.0326777,4.755678,5.7045164,3.3587682,1,Salve Regina,Giacomo Puccini
5.2258115,0.20683783,8.574712,5.2814436,5.1550016,2.7111971,0,Movin' Too Fast,Migos
5.421694,1.4843339,6.062646,4.9132347,5.7244306,3.159767,1,"Suonate a tre doi violini e violoncello col basso per l’organo, Opera prima, Sonata No. 1 in D Minor: IV. Allegro",Tomaso Albinoni
4.9376316,1.5776707,5.3562546,4.8569117,5.7432494,2.9439793,1,Get Ready,Mandy Gonzalez
5.2192245,0.75055754,9.1709,5.710581,5.935363,3.3249803,0,The Love Me or Die,C.W. Stoneking
5.5175667,0.3935548,8.841666,6.3226714,3.7230105,4.3288875,0,Cantamos A Él,Jesus Culture
6.135705,0.28276742,9.053538,5.545548,4.424751,4.474062,0,Green Lights,NF
6.09262,-0.13149722,8.922183,4.9546347,6.375764,2.7973254,0,Hair Of The Dog,Nazareth
4.46844,0.36925745,8.075433,5.3731403,5.25332,2.7016275,0,Shut It Down,Drake
4.8653684,0.0020970232,8.080863,4.3010015,6.0627456,3.4939046,0,Breaking Down,Mini Thin
4.550767,0.93441117,7.5701075,4.3940935,5.588303,4.357471,0,Tequila Sunrise - Eagles 2013 Remaster,Eagles
4.731532,0.6330447,7.608686,4.906018,6.6050906,3.169227,0,After Glow,GARNiDELiA
3.9739835,0.08221654,7.9687524,5.084669,5.307307,2.9239433,0,Always,Anna Of The North
-0.4088732,3.932978,8.171213,4.913971,6.460662,4.1557,0,White Hollywood,Paul Mooney
4.371299,-0.38422227,7.8875957,4.3584795,4.8439083,4.8703,0,Express Yourself,Labrinth
4.651144,0.59753644,6.3242335,4.5603085,5.345097,4.09329,0,Life In Her Yet,Rag'n'Bone Man
5.469793,0.33992025,9.560462,6.5233355,5.3225355,3.0055819,0,Animauxville - Live,Chantal Goya
5.9749055,1.2459677,8.520686,6.124712,4.783087,3.4844477,0,Take 5,Gypsy Jazz Caravan
5.325538,2.5588527,5.159973,5.0445514,5.500286,3.4514024,1,The Art Book,Randy Newman
5.0817466,1.5980957,5.2695045,4.9061275,5.5886946,3.0858936,1,Napule è,Luciano Pavarotti
6.4756694,0.6224421,9.356305,5.819483,4.888434,3.518421,0,Faraway,khai dreams
8.234715,6.233479,3.3377225,5.658958,5.3706784,3.7667277,1,The Grand Massacre,Ennio Morricone
3.7261264,-0.21491186,8.163136,4.3239937,5.325311,4.766835,0,Lights Please,J. Cole
4.318475,-0.48477113,8.26695,4.0085897,4.5648007,3.1865625,0,Bob,NOFX
8.773309,5.1869254,5.438013,5.50112,5.5024695,3.922375,0,...And the Rain,John Maus
4.3252034,-0.029751474,8.929086,5.079733,6.2891045,3.1991699,0,Even If It Breaks Your Heart,Eli Young Band
4.807302,-0.09163457,8.161655,5.899655,6.5898986,3.108877,0,Norway,Beach House
6.39346,0.03190388,9.622836,6.224818,6.3231025,4.0803256,0,Happy House,Hi-5
5.246345,1.6398671,6.4996853,5.465311,4.681629,2.9519534,0,Where You Are (Live),Leeland
4.3929696,0.16641009,9.111276,4.9278607,5.3102093,4.3402133,0,Everybody Dance - 2018 Remaster,CHIC
4.6328225,-0.30785087,8.32521,5.1955366,6.428693,2.9553242,0,Back To The Future (feat. ProbCause),Gramatik
5.9539747,0.31054908,9.189862,5.4199824,3.744426,4.035627,0,Sometimes I Don't Mind,The Suicide Machines
8.231798,5.8530235,3.4758215,5.29455,6.065445,3.5904179,1,"Piano Sonata No. 15 in F Major, K. 533: I. Allegro - Remastered",Wolfgang Amadeus Mozart
4.2193513,-0.11372342,8.484161,4.1072764,5.1441374,2.9527433,0,Smile,Leven Kali
4.275316,-0.03307316,8.434481,4.2400565,5.3022323,4.6889567,0,Pastelero,Guaco
4.546347,-0.3358767,8.250379,5.1351013,6.306939,2.899032,0,Almost Famous,Eminem
5.061017,1.0544257,7.77286,4.4287686,5.584045,4.260711,0,You Beat Me To The Punch,Mary Wells
6.026732,-0.1647716,9.369372,6.6695127,6.4310904,4.041212,0,Switch,6LACK
4.785783,-0.18668203,8.323293,4.112832,5.6784678,3.26012,0,Tell Him,Ms. Lauryn Hill
5.559906,0.37985376,9.225666,6.253324,4.0561447,4.237454,0,Somebody's Brother; Somebody's Son,Cock Sparrer
8.079594,5.770383,3.7840874,5.134743,6.196121,3.5447137,1,"Symphony in F Major, J-C 36: III. Allegro assai",Giovanni Battista Sammartini
5.1623535,-0.44262,7.8439093,3.9772696,5.4081926,4.1748137,0,Green Gucci Suit,Rick Ross
4.678708,1.5306481,5.9417524,4.5202155,5.832563,4.1132298,0,The Parasite (For Buffy),Eugene McDaniels
6.5871606,-0.23550527,8.90629,5.553471,6.70902,3.6763637,0,深愛,Nana Mizuki
5.1410007,0.9259973,6.708079,5.0748277,4.7755094,2.967876,0,Lie,Shallou
5.520764,0.28731605,8.795667,4.3280354,4.5451016,4.022531,0,Creeping Away,Swamp Dogg
4.471389,0.9059265,6.1207347,4.79519,5.2108502,3.3013916,1,More Than Anything - Live,Corey Voss
5.491189,-0.04113454,7.229249,4.473171,5.150353,4.4714894,0,Stomp,The Stone Foxes
5.05689,-0.3318267,8.145726,4.312717,5.332143,2.819088,0,Chris Paul John Wall (feat. Jimmy Rocket & Leiffy Luciano),Waka Flocka Flame
4.1036854,-0.05711938,8.474762,4.869045,5.319613,4.95164,0,Gemini Feed,BANKS
3.9019983,-0.2530568,7.9551797,4.659647,4.840595,3.0733283,0,A New Hallelujah (Live) - Digital Edit (featuring the African Children's Choir),Michael W. Smith
6.092304,0.39608198,9.261705,5.759215,4.1573615,4.09056,0,Feel Good Song,Solange
5.2204084,0.020412797,9.489564,5.868078,6.139244,2.9561632,0,MindKilla,Gang Gang Dance
5.077564,1.0318502,7.0123425,4.558355,5.958739,3.5109937,0,Warm Love,Van Morrison
5.44135,0.4561845,9.614846,6.0076876,4.743573,3.5152612,0,Vuelve (feat. Daddy Yankee & Farruko),Carnal
4.485776,-0.28763512,7.931522,5.645118,6.9928136,3.5455973,0,Lonely,2NE1
8.744969,5.2397513,5.528861,5.4752793,5.504883,3.9012341,0,House Of Groove,Euge Groove
6.75268,-0.029220335,9.396536,6.1725206,6.062961,3.9861948,0,FLOATING,Kayzo
4.4954047,-0.06699522,7.941674,4.7814827,5.1547523,2.791013,0,Live Television,Night Lovell
8.792375,5.481655,5.1921086,5.3252993,5.580434,3.827439,0,Lake Zurich,Gorillaz
6.8699055,-0.19975662,9.004471,5.7856317,6.233211,3.352889,0,C'mon C'mon,The Von Bondies
6.853139,-0.04801687,8.877266,5.9796867,5.8901305,3.8186495,0,Best Friend,Rex Orange County
6.194103,0.65255946,8.521166,5.788726,4.076602,4.030914,0,Too Deep,dvsn
8.438062,6.3911147,3.1744347,5.6493983,5.280909,3.6042528,1,Evgeni's Waltz,Abel Korzeniowski
3.519339,-0.29719612,7.9980855,4.4452353,5.062682,4.21047,0,M-16,Descendents
5.881997,0.37664706,9.177098,5.0960183,4.686574,2.9218452,0,Godmode,Ryan Caraveo
9.0545225,6.0011983,3.35378,5.504657,5.6622705,4.2204204,1,"One More Kiss, Dear",Vangelis
5.427376,0.4056876,9.045986,6.398359,3.8995185,4.401414,0,Black Cat,Broadcast
3.6199958,-0.3277602,7.856694,4.672051,4.977491,3.4996696,0,Passerby (Live),Dispatch
8.77858,6.2350287,3.4496791,5.087172,6.38256,3.8407881,1,Romanza en imitación al violoncello,Agustín Barrios Mangoré
4.7547035,-0.46558928,8.001146,3.803703,5.0128765,4.492689,0,Bad Girl,Usher
4.965373,0.63311934,6.8019075,4.332908,5.513953,4.3012204,0,Adore You (feat. Abhi Dijon),Nao
4.788139,1.3830427,5.8879247,4.7947655,5.289937,3.9065044,0,Running Up That Hill (A Deal With God),Kate Bush
4.639862,-0.49357125,8.128269,3.9250562,4.233497,3.653762,0,No Me Hables (2012),The Paranoias
5.8049536,1.6410605,6.44575,5.267994,5.300598,3.484312,1,Angel Dream (No.2),Tom Petty and the Heartbreakers
6.6920586,0.026022915,9.475987,6.230936,6.234343,3.8639174,0,Taketori Overnight Sensation,Matsushita
-0.5891325,4.020363,8.290893,5.100944,6.4603863,3.9969237,0,Mi Abuelita,Coco Celis
5.487034,1.075043,7.780695,4.560855,5.8223734,4.0821705,0,These Girls - Acoustic,Why Don't We
5.5290313,0.12032465,8.748858,5.270686,4.44925,4.7142763,0,Me Muero,Lasso
5.4463634,0.36246425,8.841141,6.3586802,3.7450404,4.4071894,0,Our God Reigns (feat. BJ Putnam),Israel & New Breed
8.080037,5.974147,3.3092792,5.2550707,6.0998654,3.5557258,1,The Ants Go Marching One by One Bedtime,Preschool Kids
5.2751455,1.5584646,7.1798773,5.0086713,5.550319,3.5135403,0,Upside Down (Flor de Lis),Mario Biondi
4.7531652,0.008625922,9.202698,5.51942,5.2809234,4.7047606,0,Kings and Queens,Bootleg Rascal
4.982417,1.5278269,7.127965,4.7807326,6.2773623,3.4100778,0,Jingle Bells - Reprise,Juice Music
4.064208,0.05295918,8.156101,5.1364365,5.309635,2.928874,0,Te Boté,Casper Magico
6.0644956,0.5796282,8.290759,5.8170257,3.9170527,3.9446356,0,You Carried Me,Will Reagan
9.3206005,6.3467627,2.9538357,5.5971236,5.61108,4.142493,1,Dream 3 (in the midst of my life),Max Richter
6.640577,-0.16222559,8.895416,5.599483,6.678144,4.246142,0,Let the Sky Fall - 2004 Remaster,Ten Years After
5.4712496,0.15219237,9.510134,6.5565324,5.8091545,2.9481008,0,Is There A Ghost,Band of Horses
4.634042,-0.10735636,8.819733,5.2754145,6.4312086,4.518132,0,California Stars,Billy Bragg
8.080203,5.931407,3.2438455,5.3949533,5.917982,3.5545828,1,君の未来、僕の想い,Takeshi Senoo
6.5356064,-0.25840876,8.659161,5.1739416,6.4904943,3.4919474,0,Wildflower,the JaneDear girls
-0.43284443,4.358666,8.517501,5.1854277,6.2879205,3.8379104,0,It's Just a Ride,Bill Hicks
6.0383782,1.3679214,8.164928,6.086959,4.9311576,3.3951607,0,Have A Little Faith In Me,John Hiatt
5.7859855,-0.0706398,8.717785,4.6141033,5.4197607,3.130045,0,Ice Ice Baby,Vanilla Ice
5.58298,0.120818466,8.78499,5.198908,4.4581184,4.7151585,0,Supply,Marc E. Bassy
5.751068,0.16129293,9.743658,6.482851,6.0604587,3.1641848,0,Burnout,10 Years
4.6461296,1.9134666,5.0059004,4.6470227,5.605637,3.6850898,1,The River,Javier Navarrete
5.167625,1.8204622,6.1216254,5.336505,4.8321533,2.99818,1,Lost & Found,Lianne La Havas
4.345343,-0.14276245,8.552816,3.9287598,5.058677,4.3913846,0,Zoom Zoom,N'Klabe
5.112983,-0.57571924,7.831927,3.7422614,5.147829,4.2964377,0,Memories,Thutmose
4.632863,-0.038035568,9.117685,5.3742313,5.492577,4.74236,0,(Drop Dead) Beautiful,Britney Spears
5.377769,-0.2939368,8.491412,4.600482,5.8778243,2.9366932,0,Bad Love,Sean Paul
4.614825,1.8710462,5.158376,4.6656837,5.7169447,3.66719,1,Preludium,Audra McDonald
3.7065432,-0.16194992,8.797531,4.4774623,5.4106593,3.7785807,0,Drogba (Joanna),Afro B
4.8595653,-0.41373137,7.88177,3.9207897,5.359866,4.2359166,0,India Pt. II,Lil Durk
4.7367983,1.5748826,5.455848,4.5937133,5.706767,3.8661573,1,Let's Dance,M. Ward
8.814901,6.274046,3.4389083,5.110495,6.3414183,3.8817685,1,"Deux Nocturnes, Op.62: 1. Nocturne In B (Andante)",Frédéric Chopin
6.719434,0.724614,9.18275,5.959893,5.4804354,3.246462,0,Always Been U,Phangs
5.926449,1.0005932,8.987981,6.1842246,4.970694,3.6400168,0,Ve Sab Toon Sohniyan,Chorus
8.863941,5.918633,3.5876741,5.2277064,6.2334075,3.6644387,1,Mars,London Philharmonic Orchestra
5.102575,1.5372502,6.2895722,4.8210135,6.148904,3.2090676,1,All In My Mind,Maxine Brown
9.230865,6.431409,3.4529378,5.699643,5.0857954,3.6466725,1,Eggsy Is Back,Henry Jackman
5.167909,-0.298073,8.158725,4.4418917,5.3613997,2.742968,0,Once In a While,Timeflies
5.7297,0.9905963,7.7416525,4.7700353,5.6997404,3.9952798,0,Trap Music,Reo Cragun
5.6159463,0.37251785,9.438388,6.0506206,3.915673,3.8991752,0,Stay,Goldfinger
4.151176,-0.47086012,7.8401914,4.3183904,4.493757,4.459387,0,Lies,Long Beach Dub Allstars
3.8421984,-0.046871457,7.715475,4.5002003,5.3005257,4.9558334,0,Fade Away,Junior Byles
3.642621,-0.0151828425,8.079361,4.5014634,5.546023,4.72291,0,How Deep Is Your Love,Dru Hill
5.2113576,2.5683749,5.2866545,5.0775747,5.4736066,3.4085612,1,Rossini: Tancredi / Act 1 - Di tanti palpiti,Gioachino Rossini
9.053613,6.0680285,3.2131593,5.3987093,5.986766,3.9623604,1,"Eine Sonate für das Album von Frau Mathilde Wesendonck in As, WWV85",Richard Wagner
4.7518234,1.8895185,5.8954935,4.7851624,6.03563,3.6372633,0,"Strangers In The Night - Live From Spotify, NYC / 2015",Andrea Bocelli
4.180662,-0.17285463,8.358403,4.0394993,5.2444654,3.01494,0,Feel Like Jumping,Marcia Griffiths
5.3937154,0.36784214,9.513916,5.9640684,4.5857897,4.0943694,0,Problematico,Alexis y Fido
6.4039063,-0.15027998,8.891756,5.6937356,6.6694865,4.498226,0,Bukowski,Modest Mouse
6.1155353,1.3218026,7.8829536,6.009668,4.813232,3.544578,0,Plastic,Portishead
5.8402886,-0.21315743,8.010175,5.0277615,6.739111,2.8378491,0,So I Met Someone,VHS Collection
5.8912387,0.24308798,9.15372,5.473323,3.804477,3.9682949,0,Nobody Praying For Me,Seether
8.875387,4.9054112,5.376684,5.6752615,5.554147,3.8746989,0,Chinatown,Thin Lizzy
6.173371,-0.14855945,9.41913,6.7706704,6.544213,4.0272355,0,Blackened Angel (ダンテ戦闘1),Capcom Sound Team
-0.011098527,4.2578015,8.50627,4.9929476,6.2201242,3.96373,0,Fuk And The Finga,Dane Cook
5.068784,2.1421838,5.0205555,4.8611155,5.565272,3.3160138,1,A Frequent Thing,Thomas Newman
6.004451,0.3357992,9.226847,4.9895787,4.732385,3.000915,0,Hard Out Here for a Pimp,Three 6 Mafia
5.867183,0.028396623,8.520455,4.5098805,6.1275134,3.0572438,0,Frankie Sinatra,The Avalanches
4.4926944,-0.54627526,7.901341,4.02688,4.5539174,4.5482545,0,On The Come Up (feat. Big Sean),Mike WiLL Made-It
5.157329,1.6974584,7.425129,4.932671,6.035934,3.5303426,0,A Good Time Man Like Me (Demo),Jim Croce
4.2866783,-0.10098968,7.781216,4.1395774,5.4292717,4.4557242,0,Niégame,Hijos De Barron
-0.40515202,3.8010857,8.496313,5.363748,6.44646,3.7791183,0,Six Degrees,BADBADNOTGOOD
5.8832083,0.047148388,8.644449,4.5418425,6.0620346,2.946228,0,"Theme from ""Dora The Explorer""",The Countdown Kids
5.861816,-0.28291962,8.565101,5.3080974,6.798762,3.080703,0,El Duelo,La Ley
5.0620303,0.371691,7.8759117,5.1634617,5.3244705,2.6550553,0,Concept Nothing,Night Lovell
9.252568,6.4832892,3.3157344,5.606886,5.3690505,3.9909198,1,Hot Wheels,Christophe Beck
4.049161,-0.14740597,8.556614,4.15929,5.2821884,3.0974925,0,None Shall Escape the Judgement,Johnny Clarke
6.1616654,-0.09925578,9.514465,6.662726,6.417642,3.6985195,0,Isombard,Declan McKenna
3.8660278,0.04319109,7.7779613,4.877539,5.2574334,3.044355,0,Everything Is Mine In You - Live,Christy Nockels
-0.19037786,4.0618935,8.308579,4.8614974,6.3941946,4.1056623,1,First Tonight Show Shot,Jerry Seinfeld
5.455131,0.42677525,8.703763,6.428225,3.6584146,4.351957,0,You Saved Me - Live,Gary Clark Jr.
6.3139424,-0.18777528,9.409839,6.640723,6.482518,4.042034,0,Crossing Over,Five Finger Death Punch
4.8049746,-0.40086934,8.576965,5.557084,7.0190578,4.192762,0,Sound Of A Gun,Audioslave
5.666757,0.017410746,8.807038,4.9178863,3.8527026,4.347463,0,Walk On By,The Stranglers
6.0145097,0.18928075,8.535457,5.3031945,4.9768786,4.740017,0,Dime,Revol
-0.35553586,4.1360364,8.526047,5.051263,6.514101,3.8969026,0,Life's Little Moments,George Carlin
8.39451,6.2203727,3.2681925,5.396868,5.7777486,3.6137118,1,Macbeth (1999 - Remaster): S'allontanarono! (Streghe),Giuseppe Verdi
8.780343,6.246303,3.4524379,5.098535,6.361523,3.8546917,1,"Années de pèlerinage I, S. 160 ""Suisse"": No. 2, Au lac de Wallenstadt",Franz Liszt
4.805019,-0.38979813,8.642399,5.401297,6.795839,4.2786098,0,Want U Back,Cher Lloyd
-0.43942598,3.945564,8.523441,5.24934,6.5122995,3.8230233,0,The Passport,Chad Daniels
4.757788,-0.045468677,9.241497,5.474789,5.902396,4.5717087,0,I Just Can't Give You Up,Average White Band
5.029253,1.564985,7.2419615,4.799735,6.252182,3.4765756,0,Here We Go Round The Mulberry Bush,Juice Music
4.7685223,-0.18534707,8.900917,5.2126946,6.443031,4.5422273,0,Quit Playing Games (With My Heart),Backstreet Boys
9.396252,6.4526343,2.8446202,5.6152916,5.4938717,3.9239714,1,Before the Old Gods,Ramin Djawadi
8.809789,5.4616284,4.899128,5.2757025,5.5873747,3.6808112,0,Holographic Universe featuring Gunjan,Thievery Corporation
3.7446718,0.050552905,8.3100815,4.4340158,5.3556867,3.1749227,0,Season of the Witch,Donovan
3.5323298,-0.3195006,7.7911944,4.573007,4.991261,3.9863112,0,Dangerous (feat. Sam Martin),David Guetta
4.9974217,0.6223639,8.225108,5.1136365,6.2840867,4.527966,0,When The Hunter Gets Captured By The Game,Jerry Garcia
6.1533303,-0.3367808,8.09175,5.103062,6.888085,3.6793537,0,That's Who I Am,Taj Mahal
5.912606,0.38841078,9.1408,5.8309584,3.6796875,3.6553524,0,Now We're Through With You,Rancid
6.415848,-0.29439798,8.765126,5.562326,6.7074094,3.2167318,0,Rondo-revolution-,Mikuni Shimokawa
5.4054327,0.38654536,9.605626,6.335542,4.866865,3.1972594,0,Where's My Time Stick,Chase Long Beach
5.3436103,-0.032406487,8.433254,5.0266104,5.4768157,3.6198504,0,Waves - Robin Schulz Radio Edit,Mr. Probz
-0.36101145,3.7919285,8.197128,4.988629,6.480826,4.1287413,0,Time (feat. Meek Mill),Lil Baby
6.4245896,-0.027586346,9.201332,6.197407,6.208372,2.8736944,0,Knocking on Your Heart,Maggie Lindemann
5.9368887,-0.2562702,8.170532,5.107481,6.775419,2.84404,0,Lake Superior,The Arcs
4.5854244,0.20256583,9.331438,5.4138737,5.975347,3.167416,0,L’été en plus,Chantal Goya
4.4785213,0.36579195,7.7196846,5.0547104,6.2704515,3.1573505,0,"We Will Rock You - From ""We Will Rock You""",Juice Music
4.197521,-0.23312438,8.3416195,4.043454,5.236447,3.0320058,0,You & Me,Marc E. Bassy
5.7974353,-0.2604757,8.5816765,5.184032,6.6847725,2.862854,0,Your Way,MAN WITH A MISSION
4.5256515,-0.04894519,9.301771,5.329357,6.3296223,3.3983328,0,Brazil,Declan McKenna
6.0977182,-0.3330911,8.036527,5.18955,7.005135,3.9259467,0,Phantom,SEKAI NO OWARI
8.78079,5.4641137,4.750732,5.300917,5.703012,3.7331202,0,Who Do You Love - Pt. 1,Quicksilver Messenger Service
5.5442276,0.7087714,6.8818035,4.7452955,5.3636947,4.2007127,0,Next,The Weeknd
8.520488,6.0242186,3.970875,5.0671444,6.1831255,3.797044,1,"The Well-Tempered Clavier, Book II: Fugue No. 20 in A Minor, BWV 889",Johann Sebastian Bach
4.761387,0.13714178,8.347033,4.7382965,6.568787,4.422881,0,Sea Monkey Wiggle,Dora The Explorer
6.320926,-0.2599467,8.74213,5.313336,6.524849,2.9498386,0,Be Your Shadow,The Wombats
4.8574314,1.9295692,6.0898213,4.7862425,6.0530243,3.7234404,1,Tomorrow Gon' Be Too Late,C.W. Stoneking
4.6723356,0.007822746,8.035009,5.7487617,6.3709445,2.9193485,0,We're Not Making Love No More,Dru Hill
5.9268227,0.38312066,9.078318,4.9817104,4.3619633,2.9680195,0,Feel The Vibes (feat. Morgan Heritage),The LambsBread
5.3590903,0.38383612,9.583371,6.3750377,4.9085646,3.1566334,0,T.S.R.,Against Me!
5.872979,0.2088315,9.02949,5.0534506,3.8407683,4.204907,0,Go Tell It On The Mountain,Tenth Avenue North
5.069262,-0.30919307,7.8356876,3.9041402,5.3393583,4.50139,0,The Way We Get By,Spoon
8.963866,5.1577044,5.365141,5.583193,5.732456,3.7019753,0,Natural Cause,Emancipator
5.779304,-0.121189855,9.47366,5.94747,6.4568124,4.3876095,0,Handle With Care,Jenny Lewis
5.657053,0.40125477,9.005582,5.1268377,4.691104,2.869472,0,Domo23,"Tyler, The Creator"
5.054536,1.4589556,5.3157516,4.8164754,5.591145,3.0326345,1,La Sonnambula (1997 - Remaster): Aria - Ah! non credea mirarti,Vincenzo Bellini
5.86406,0.3824155,9.443591,5.1302123,4.231504,3.0385578,0,First Call,NOFX
4.3278093,0.1338518,9.131728,4.9001455,5.27005,4.3012347,0,This Is SKA,Bad Manners
5.511178,-0.034862675,7.1550484,4.468195,5.248183,4.459307,0,Slow,Vedo
4.874323,-0.3900181,7.9171066,3.8626208,4.9117393,4.663587,0,1 2 3 I Love You,Tarrus Riley
5.0283265,2.085127,5.949553,5.2923694,5.2059693,3.1199596,0,Three Rounds and a Sound - Daytrotter Version,Blind Pilot
6.564179,-0.3060625,8.964124,6.185793,6.4520245,4.0528765,0,Left Me For Dead,Rob Dougan
8.747682,6.516812,3.0926425,5.5414853,5.5995784,4.1076117,1,To Zuccabar,Hans Zimmer
6.156132,0.5273401,8.24669,5.807342,4.0682335,3.8285139,0,A Promise - Edit,The Cinematic Orchestra
5.1088586,1.9479699,6.0953045,5.362999,4.943359,3.0111113,0,Street Called Mercy - Live,Hillsong UNITED
5.386571,2.6121504,5.154602,5.061302,5.5066533,3.4641314,1,"String Quartet No. 1 in D Major, Op. 11: II. Andante cantabile",Pyotr Ilyich Tchaikovsky
4.8165674,1.6978027,6.0784283,4.6561475,5.928982,3.9906743,0,When You Say Nothing at All (Live in Nashville),Endless Summer
9.404389,6.5084195,3.115387,5.601623,5.378718,3.8509696,1,The Birth of the Twins and Padmé's Destiny,John Williams
4.8502684,-0.18287465,9.096694,5.502361,6.3378377,4.5345187,0,"Train, Train",Blackfoot
3.923773,-0.10609779,8.461413,4.5061984,5.3863153,4.801864,0,Que Sera - Remix,Baby Rasta & Gringo
8.084187,5.8898854,3.4393017,5.2499604,6.1032953,3.5086346,1,"Violin Sonata No. 3 in E-Flat Major, Op. 12 No. 3: I. Allegro con spirito",Ludwig van Beethoven
5.743568,-0.23688836,7.9478836,5.3098397,6.831059,2.849063,0,Here Is Gone,The Goo Goo Dolls
-0.62323046,4.0567293,8.367568,4.965765,6.668533,4.009858,0,I Never Parked in Harvard Yard,Paula Poundstone
5.6833453,0.12082793,9.505417,6.5357733,5.923977,2.956556,0,Remember Everything,Five Finger Death Punch
5.507956,-0.040867593,7.6230726,4.4303513,6.2089577,4.005801,0,A Fool for Your Stockings,ZZ Top
5.733183,-0.14134485,7.888088,5.0786486,6.941294,4.0237536,0,,
4.9932075,1.2169538,6.4028835,4.5964737,5.7609167,4.0889606,0,Night Train - Remastered,Louis Prima
5.334494,0.25008747,8.652768,4.1918955,4.672453,4.1430216,0,Leron Leron Sinta,Lea Salonga
4.870681,1.3558549,7.3227873,4.70775,6.3309298,3.5560303,0,Another Saturday Night,Sam Cooke
